Job Satisfaction,Salary,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Year,Latitude,Longitude
8,68000,"Tulsa, OK, US",Intermediate Architect,,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,3-5,26-30,Female,Licensed,Oklahoma State University,,,2022,36.1563122,-95.9927516
4,75000,"Denver, CO, US",Junior Architect,,501+,,,,,,3-5,26-30,Female,No,,,,2022,39.7392364,-104.984862
7,150000,"New York, NY, US",Partner,Corporate,11-15,Yes,No Overtime,16.0,,Full-time,11-15,31-35,Female,Licensed,Pratt Institute,City College of New York (CCNY),,2022,40.7127281,-74.0060152
9,72800,"East Brunswick, NJ, US",Draftsperson,Other,11-15,Yes,Paid Overtime,10.0,600,Full-time,2,21-25,Female,No,New Jersey Institute of Technology (NJIT),,,2022,40.4278841,-74.415984
8,113000,"Atlanta, GA, US",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,,,Full-time,11-15,41-45,Female,Licensed,,,,2022,33.7489924,-84.3902644
7,105000,"Washington, DC, US",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,15.0,"5,000",Full-time,8-10,31-35,Female,Licensed,,Virginia Polytechnic Institute and State University (Virginia Tech),,2022,38.8950368,-77.0365427
7,72600,"Los Angeles, CA, US",Designer,Starchitect,101-200,Yes,Unpaid Overtime,15.0,"4,000",Full-time,6-7,31-35,Female,No,,,,2022,34.0536909,-118.242766
5,53000,"Portland, OR, US",Designer,Individual,31-50,Yes,Paid Overtime,15.0,"1,000",Full-time,1,26-30,Female,No,,University of Oregon,,2022,45.5202471,-122.674194
7,79500,"Portland, OR, US",Project Architect,,16-30,Yes,,20.0,,Full-time,6-7,26-30,Female,Licensed,,,,2022,45.5202471,-122.674194
8,69000,"Boston, MA, US",Digital Fabricator,,101-200,Yes,Unpaid Overtime,20.0,"6,000",Full-time,3,26-30,Female,No,,,,2022,42.3554334,-71.060511
7,91000,"Los Angeles, CA, US",Senior Designer,Boutique,11-15,Yes,No Overtime,14.0,"3,000",Full-time,8-10,36-40,Female,No,ArtCenter College of Design,Southern California Institute of Architecture (SCI-Arc),,2022,34.0536909,-118.242766
6,58000,"Virginia Beach, VA, US",Junior Designer,Corporate,31-50,Yes,Paid Overtime,15.0,,Full-time,1,21-25,Male,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2022,36.8496579,-75.9760751
8,55000,"New York, NY, US",Junior Architect,Individual,31-50,Yes,No Overtime,15.0,,Full-time,1,26-30,Male,No,Pratt Institute,,,2022,40.7127281,-74.0060152
6,130000,"New York, NY, US",Project Manager,Starchitect,51-100,,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,No,,,,2022,40.7127281,-74.0060152
8,125000,"Santa Ana, CA, US",Senior Architect,Corporate,201-500,Yes,Paid Overtime,,,Full-time,16-20,41-45,Male,Licensed,,,,2022,33.7494951,-117.873221
5,60000,"Portsmouth, NH, US",Designer,Other,31-50,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,,,,2022,43.0764436,-70.7573936
7,68000,"Fort Lauderdale, FL, US",Intermediate Architect,Corporate,51-100,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,,,,2022,26.1223084,-80.1433786
9,63000,"New Orleans, LA, US",Designer,Individual,51-100,Yes,,15.0,"2,000",,2,21-25,Male,No,University of Louisiana at Lafayette,University of Louisiana at Lafayette,,2022,29.9759983,-90.0782127
8,103000,"Boston, MA, US",Project Manager,Other,101-200,Yes,Unpaid Overtime,15.0,"8,000",Full-time,8-10,31-35,Male,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2022,42.3554334,-71.060511
6,72000,"New York, NY, US",Designer,Starchitect,501+,,Unpaid Overtime,25.0,,Full-time,1,21-25,Female,No,University of Maryland,University of Virginia,,2022,40.7127281,-74.0060152
9,56160,"Seattle, WA, US",Associate,Corporate,31-50,Yes,No Overtime,,,Full-time,3,31-35,Male,No,University of Colorado at Denver,University of Washington,,2022,47.6038321,-122.330062
8,97000,"New York, NY, US",Project Architect,Corporate,101-200,Yes,No Overtime,18.0,,Full-time,8-10,36-40,Male,Licensed,,Columbia University,,2022,40.7127281,-74.0060152
7,195000,"Philadelphia, PA, US",Senior Architect,Corporate,501+,Yes,Unpaid Overtime,25.0,"25,000",Full-time,16-20,36-40,Male,Licensed,,,,2022,39.9527237,-75.1635262
5,65000,"New York, NY, US",Designer,Boutique,16-30,Yes,Unpaid Overtime,18.0,,Full-time,3,26-30,Male,No,,Rhode Island School of Design (RISD),,2022,40.7127281,-74.0060152
8,72000,"Dallas, TX, US",Designer,Corporate,501+,Yes,Unpaid Overtime,16.0,"3,000",Full-time,3-5,31-35,Male,No,The University of Texas at Arlington,The University of Texas at Arlington,,2022,32.7762719,-96.7968559
10,92000,"Nashville, TN, US",Project Architect,,6-10,Yes,,,,,8-10,31-35,Female,Licensed,,,,2022,36.1622767,-86.7742984
10,58000,"New York, NY, US",Junior Designer,Boutique,2-5,Yes,Unpaid Overtime,10.0,"2,000",Full-time,2,26-30,Female,No,Syracuse University,,,2022,40.7127281,-74.0060152
6,62500,"Brooklyn, NY, US",Junior Designer,Boutique,6-10,Yes,Unpaid Overtime,10.0,"1,000",Full-time,2,26-30,Male,No,Syracuse University,,,2022,40.6526006,-73.9497211
3,105000,"New York, NY, US",Project Architect,Corporate,51-100,,Unpaid Overtime,,,Full-time,16-20,41-45,Female,No,,,,2022,40.7127281,-74.0060152
6,70000,"Atlanta, GA, US",Intermediate Designer,Corporate,31-50,Yes,Unpaid Overtime,15.0,"3,500",Full-time,3,26-30,Male,No,,,,2022,33.7489924,-84.3902644
8,64000,"Boston, MA, US",Associate,Boutique,2-5,,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,Northeastern University,Northeastern University,,2022,42.3554334,-71.060511
7,66000,"San Francisco, CA, US",Junior Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,"1,000",Full-time,1,26-30,Female,No,,,,2022,37.7792588,-122.4193286
8,60000,"San Francisco, CA, US",Intermediate Designer,Boutique,2-5,Yes,Unpaid Overtime,6.0,,Full-time,2,26-30,Female,No,University of Florida,UC Berkeley CED,,2022,37.7792588,-122.4193286
4,90000,"Washington, DC, US",Project Architect,,201-500,,,,,,8-10,31-35,Male,No,,,,2022,38.8950368,-77.0365427
7,165000,"New York, US",Project Manager,Starchitect,16-30,,No Overtime,20.0,"20,000",Full-time,21-25,46-50,Female,Licensed,,,,2022,40.7127281,-74.0060152
9,65000,"Carmel, IN, US",Junior Architect,Individual,31-50,Yes,Unpaid Overtime,14.0,500,Full-time,2,21-25,Female,No,Iowa State University,,,2022,39.9784186,-86.1283681
9,55000,"Dallas, TX, US",Designer,Corporate,101-200,Yes,Paid Overtime,10.0,"1,000",Full-time,1,21-25,Female,No,Iowa State University,,,2022,32.7762719,-96.7968559
5,127000,"Rochester, NY, US",Project Manager,,101-200,Yes,,20.0,,,11-15,41-45,Female,Licensed,,,,2022,43.157285,-77.615214
6,67500,"Charlottesville, VA, US",Designer,,51-100,,,,,,3-5,36-40,Male,No,,,,2022,38.029306,-78.4766781
7,82000,"Minneapolis, MN, US",Project Architect,,101-200,Yes,,15.0,"3,000",,11-15,41-45,Male,Licensed,,,,2022,44.9772995,-93.2654692
8,85000,"Orange, CA, US",Designer,Boutique,51-100,Yes,No Overtime,15.0,,Full-time,3,26-30,Female,No,"California State Polytechnic University, Pomona",,,2022,33.750631,-117.8722311
3,820000,"New York, NY, US",Intermediate Designer,Corporate,201-500,Yes,,16.0,,Full-time,3-5,26-30,Female,No,,Yale University,,2022,40.7127281,-74.0060152
7,45000,"Chicago, IL, US",Associate,Boutique,11-15,Yes,No Overtime,5.0,,Full-time,< 1,21-25,Male,No,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2022,41.8755616,-87.6244212
7,53000,"Omaha, NE, US",Designer,Corporate,501+,Yes,No Overtime,,,Full-time,3-5,31-35,Male,No,University of Nebraska-Lincoln,University of Nebraska-Lincoln,,2022,41.2587459,-95.9383758
9,96000,"New York, US",Project Manager,,101-200,,,,,Full-time,11-15,36-40,Male,No,,,,2022,40.7127281,-74.0060152
7,57000,"Springfield, MO, US",Project Architect,Corporate,11-15,Yes,Unpaid Overtime,,,Full-time,3-5,26-30,Female,Licensed,Kansas State University,Kansas State University,,2022,37.2081729,-93.2922715
7,65000,"San Diego, CA, US",Designer,Other,31-50,Yes,Unpaid Overtime,7.0,500,Full-time,1,21-25,Female,No,"California State Polytechnic University, Pomona",,,2022,32.7174202,-117.162772
7,94000,"New York, NY, US",Project Manager,Corporate,16-30,Yes,No Overtime,,"1,000",Full-time,11-15,31-35,Female,Licensed,,,,2022,40.7127281,-74.0060152
7,70000,"Seattle, WA, US",Intermediate Designer,,6-10,Yes,Unpaid Overtime,14.0,500,Full-time,3-5,26-30,Male,No,Washington State University,,,2022,47.6038321,-122.330062
5,42500,"Chicago, IL, US",Associate,Boutique,6-10,Yes,No Overtime,10.0,"1,000",Full-time,1,26-30,Female,No,Massachussets College of Art and Design,Wentworth Institute of Technology,,2022,41.8755616,-87.6244212
9,85000,"Chicago, IL, US",Associate,Boutique,6-10,Yes,,15.0,"7,000",,11-15,36-40,Female,Licensed,University of Louisiana at Lafayette,Columbia University,,2022,41.8755616,-87.6244212
8,77000,"Chicago, IL, US",Associate,Boutique,6-10,Yes,No Overtime,10.0,"5,000",Full-time,26-30,51-55,Female,Licensed,University of Iowa,Yale University,,2022,41.8755616,-87.6244212
10,130000,"Washington, DC, US",Project Architect,,501+,Yes,Unpaid Overtime,,"10,000",Full-time,16-20,41-45,Female,Licensed,,,,2022,38.8950368,-77.0365427
8,63500,"Orlando, FL, US",Associate,Individual,51-100,Yes,Unpaid Overtime,15.0,"10,000",Full-time,3-5,26-30,Male,No,,,,2022,28.5421109,-81.3790304
7,81300,"Washington, DC, US",Intermediate Architect,Corporate,101-200,Yes,Unpaid Overtime,10.0,200,Full-time,6-7,31-35,Female,Licensed,,Northeastern University,,2022,38.8950368,-77.0365427
6,74000,"New York, NY, US",Intermediate Designer,Boutique,6-10,Yes,Unpaid Overtime,17.0,"3,500",Full-time,3,26-30,Female,No,,,,2022,40.7127281,-74.0060152
7,100000,"New York, NY, US",Associate,Corporate,51-100,Yes,Unpaid Overtime,15.0,"7,000",Full-time,8-10,31-35,Female,No,,,,2022,40.7127281,-74.0060152
7,125000,"Dallas, TX, US",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,10.0,"10,000",Full-time,16-20,41-45,Male,Licensed,,,,2022,32.7762719,-96.7968559
8,102000,"Phoenix, AZ, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,15.0,"9,000",Full-time,16-20,41-45,Male,Licensed,,,,2022,33.4484367,-112.074141
10,72000,"Richmond, VA, US",Project Architect,,2-5,,No Overtime,10.0,"2,500",Full-time,6-7,26-30,Male,Licensed,University of Virginia,University of Virginia,,2022,37.5385087,-77.43428
8,49000,"Boston, MA, US",Designer,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,< 1,21-25,Female,No,,,,2022,42.3554334,-71.060511
7,97000,"New York, NY, US",Project Architect,,16-30,Yes,,,,,6-7,26-30,Male,Licensed,,,,2022,40.7127281,-74.0060152
5,67580,"Providence, RI, US",Intermediate Architect,Corporate,16-30,Yes,Unpaid Overtime,13.0,"2,000",Full-time,3-5,26-30,Female,Licensed,University of Oregon,,,2022,41.8239891,-71.4128343
4,74000,"New York, NY, US",Intermediate Designer,Corporate,501+,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,,,,2022,40.7127281,-74.0060152
5,65000,"Chicago, IL, US",Junior Designer,Corporate,501+,Yes,Unpaid Overtime,14.0,"3,000",Full-time,< 1,21-25,Male,No,,,,2022,41.8755616,-87.6244212
7,110000,"Los Angeles, CA, US",Project Architect,Boutique,31-50,Yes,Unpaid Overtime,15.0,"2,000",Full-time,11-15,31-35,Male,Licensed,,,,2022,34.0536909,-118.242766
5,110000,"New York, NY, US",Senior Designer,Corporate,501+,Yes,Unpaid Overtime,20.0,"35,000",Full-time,11-15,36-40,Male,Licensed,,,,2022,40.7127281,-74.0060152
10,65000,"Maine, ME, US",Junior Architect,Other,16-30,Yes,Paid Overtime,14.0,"4,000",Full-time,3-5,36-40,Female,Licensed,,,,2022,46.8200431,-67.9230792
10,63000,"Aspen, CO, US",Designer,Other,31-50,Yes,Paid Overtime,30.0,500,Full-time,2,26-30,Female,No,,,,2022,39.1911128,-106.82356
5,54000,"Bakersfield, CA, US",Job Captain,Other,16-30,Yes,Paid Overtime,16.0,"3,000",Full-time,6-7,31-35,Male,No,NewSchool of Architecture & Design,,,2022,35.3738712,-119.019463
6,72000,"Bakersfield, CA, US",Project Architect,Other,16-30,Yes,Unpaid Overtime,16.0,,Full-time,8-10,31-35,Female,Licensed,,,,2022,35.3738712,-119.019463
5,65000,"Knoxville, TN, US",Intern,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,3-5,31-35,Male,No,Clemson University,,,2022,35.9603948,-83.9210261
8,45000,"Lexington, KY, US",Junior Architect,Boutique,31-50,Yes,Unpaid Overtime,19.0,,Full-time,< 1,21-25,Female,No,University of Kentucky,,,2022,38.0464066,-84.4970393
8,149000,"New York, NY, US",Project Manager,Corporate,201-500,Yes,No Overtime,20.0,"21,000",Full-time,8-10,31-35,Female,No,UC Berkeley CED,,,2022,40.7127281,-74.0060152
6,75000,"Washington, DC, US",Junior Architect,Other,31-50,Yes,Paid Overtime,26.0,500,Full-time,3-5,21-25,Male,No,,,,2022,38.8950368,-77.0365427
5,120000,"Seattle, WA, US",Project Manager,Other,31-50,Yes,Unpaid Overtime,15.0,"3,600",Full-time,11-15,36-40,Male,Licensed,Rhode Island School of Design (RISD),,,2022,47.6038321,-122.330062
7,113000,"San Francisco, CA, US",Associate,,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,6-7,26-30,Female,No,,,,2022,37.7792588,-122.4193286
10,90000,"New York, NY, US",Job Captain,Corporate,501+,Yes,Paid Overtime,18.0,"8,000",Full-time,6-7,31-35,Female,No,Cornell University,,,2022,40.7127281,-74.0060152
9,100000,"Philadelphia, PA, US",BIM Specialist,Corporate,51-100,Yes,No Overtime,17.0,,Full-time,8-10,36-40,Male,No,,,,2022,39.9527237,-75.1635262
8,65000,"Boston, MA, US",Designer,,31-50,,,,,,3,21-25,Male,No,,,,2022,42.3554334,-71.060511
7,75000,"Richmond, VA, US",Project Architect,,16-30,Yes,Unpaid Overtime,15.0,"7,500",Full-time,8-10,36-40,Male,Licensed,Virginia Commonwealth University,University of Illinois at Urbana-Champaign,,2022,37.5385087,-77.43428
6,60040,"Chicago, IL, US",Designer,Boutique,11-15,Yes,Paid Overtime,,"8,000",Full-time,3,21-25,Female,No,,,,2022,41.8755616,-87.6244212
8,68000,"Los Angeles, CA, US",Junior Designer,Corporate,501+,Yes,No Overtime,14.0,,Full-time,2,26-30,Male,No,University of Southern California (USC),,,2022,34.0536909,-118.242766
8,85000,"Los Angeles, CA, US",Designer,Boutique,11-15,Yes,,,"25,000",Full-time,6-7,31-35,Female,No,,,,2022,34.0536909,-118.242766
6,88000,"Philadelphia, PA, US",Intermediate Architect,,16-30,Yes,Unpaid Overtime,10.0,500,Full-time,8-10,31-35,Female,Licensed,Drexel University,,,2022,39.9527237,-75.1635262
7,97800,"Atlanta, GA, US",Associate,Corporate,51-100,Yes,,17.0,"9,000",Full-time,16-20,51-55,Female,No,,,,2022,33.7489924,-84.3902644
7,80000,"Kansas City, MO, US",Associate,Corporate,201-500,Yes,Unpaid Overtime,,"5,000",Full-time,6-7,31-35,Other,Licensed,,,,2022,39.100105,-94.5781416
10,66560,"New York, NY, US",Junior Architect,Individual,6-10,Yes,Paid Overtime,15.0,"10,000",Full-time,3-5,26-30,Male,Licensed,Pratt Institute,,,2022,40.7127281,-74.0060152
6,72600,"Albuquerque, NM, US",Project Architect,Boutique,11-15,,,,"2,000",Full-time,8-10,36-40,Female,Licensed,,,,2022,35.0841034,-106.650985
7,84000,"Boston, MA, US",Project Architect,,51-100,Yes,No Overtime,15.0,,Full-time,3-5,26-30,Male,Licensed,,,,2022,42.3554334,-71.060511
8,85000,"Oakland, CA, US",Designer,Other,11-15,Yes,,,,Full-time,3-5,26-30,Male,No,"California Polytechnic State University, San Luis Obispo",,,2022,37.8044557,-122.271356
5,93000,"New York, US",Senior Architect,,201-500,Yes,No Overtime,,,,8-10,31-35,Female,Licensed,,,,2022,40.7127281,-74.0060152
7,75000,"Chicago, IL, US",Project Manager,,31-50,,,,,,8-10,36-40,Male,No,,,,2022,41.8755616,-87.6244212
7,120000,"Los Angeles, CA, US",Project Architect,Starchitect,16-30,Yes,Unpaid Overtime,15.0,"2,000",Full-time,11-15,41-45,Male,Licensed,,,,2022,34.0536909,-118.242766
9,110000,"San Francisco, CA, US",Job Captain,Corporate,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,6-7,31-35,Female,Licensed,,,,2022,37.7792588,-122.4193286
5,100000,"New York, NY, US",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,20.0,"5,000",Full-time,6-7,31-35,Female,Licensed,Yale University,Yale University,,2022,40.7127281,-74.0060152
6,72000,"Oakland, CA, US",Designer,Other,31-50,Yes,No Overtime,,"4,000",Full-time,3-5,26-30,Female,No,,,,2022,37.8044557,-122.271356
4,62000,"Los Angeles, CA, US",Designer,Other,101-200,Yes,No Overtime,16.0,,Full-time,2,21-25,Male,No,The University of Texas at Austin,,,2022,34.0536909,-118.242766
7,65000,"New York, NY, US",Associate,Individual,6-10,Yes,No Overtime,22.0,,Full-time,3-5,26-30,Male,No,Pratt Institute,,,2022,40.7127281,-74.0060152
8,165000,"San Francisco, CA, US",Technical Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,"10,000",Full-time,16-20,46-50,Male,Licensed,,,,2022,37.7792588,-122.4193286
6,274000,"New York, NY, US",Principal,Corporate,501+,Yes,Paid Overtime,20.0,,Full-time,16-20,36-40,Male,Licensed,Georgia Institute of Technology (Georgia Tech),Harvard University,,2022,40.7127281,-74.0060152
9,61000,"Salt Lake City, UT, US",Designer,,2-5,Yes,No Overtime,,,Full-time,2,26-30,Male,No,,,,2022,40.7596198,-111.886797
7,123000,"San Francisco, CA, US",Project Manager,Boutique,31-50,Yes,,,"14,000",,11-15,31-35,Female,Licensed,,,,2022,37.7792588,-122.4193286
8,90000,"New York, NY, US",Associate,,101-200,Yes,,20.0,,Full-time,6-7,26-30,Male,Licensed,Cornell University,,,2022,40.7127281,-74.0060152
8,100000,"Boston, MA, US",Designer,Corporate,501+,Yes,Paid Overtime,18.0,"7,000",Full-time,6-7,26-30,Female,No,"Manipal University, Manipal, India",Boston Architectural College (BAC),,2022,42.3554334,-71.060511
8,67600,"Orlando, FL, US",Designer,,51-100,Yes,Paid Overtime,16.0,"6,000",Full-time,6-7,31-35,Female,No,,,,2022,28.5421109,-81.3790304
8,120000,"Orlando, FL, US",Project Manager,,51-100,Yes,,,"10,000",Full-time,16-20,36-40,Male,Licensed,,,,2022,28.5421109,-81.3790304
7,68000,"Savannah, GA, US",Project Architect,,31-50,Yes,,15.0,"2,600",Full-time,11-15,36-40,Female,Licensed,,,,2022,32.0790074,-81.0921335
7,105000,"Berkeley, CA, US",Intermediate Architect,Boutique,2-5,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Male,No,Ball State University,Savannah College of Art and Design,,2022,37.8708393,-122.272863
7,113500,"Los Angeles, CA, US",Project Manager,Corporate,501+,Yes,Unpaid Overtime,15.0,,Full-time,11-15,41-45,Female,No,,,,2022,34.0536909,-118.242766
8,140000,"San Diego, CA, US",Principal,,16-30,,,,,,11-15,31-35,Male,No,,,,2022,32.7174202,-117.162772
6,61000,"Dallas, TX, US",Designer,Other,51-100,Yes,Paid Overtime,15.0,"2,000",Full-time,1,21-25,Female,No,The University of Texas at Austin,,,2022,32.7762719,-96.7968559
5,150000,"San Francisco, CA, US",Senior Designer,Corporate,501+,Yes,,20.0,"20,000",Full-time,16-20,41-45,Female,No,,,,2022,37.7792588,-122.4193286
7,55000,"Boston, MA, US",Junior Designer,,11-15,Yes,,,,,1,26-30,Female,No,,,,2022,42.3554334,-71.060511
7,84960,"Houston, TX, US",Designer,Individual,51-100,Yes,Unpaid Overtime,20.0,"6,000",Full-time,8-10,36-40,Female,No,The University of Texas at Arlington,University of Houston,,2022,29.7589382,-95.3676974
7,103000,"New York, NY, US",Associate,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,No,City College of New York (CCNY),Pratt Institute,,2022,40.7127281,-74.0060152
5,105000,"San Francisco, CA, US",Business Manager,Corporate,51-100,Yes,No Overtime,20.0,"10,000",Full-time,11-15,36-40,Female,No,,,,2022,37.7792588,-122.4193286
8,105000,"Maryland, US",Senior Designer,Corporate,201-500,Yes,Unpaid Overtime,24.0,"19,000",Full-time,11-15,41-45,Male,Licensed,,,,2022,39.5162401,-76.9382069
8,75000,"Los Angeles, CA, US",Job Captain,Boutique,6-10,Yes,No Overtime,21.0,"5,000",Full-time,3,26-30,Male,No,Southern California Institute of Architecture (SCI-Arc),,,2022,34.0536909,-118.242766
5,82000,"Minneapolis, MN, US",Job Captain,Boutique,6-10,Yes,Unpaid Overtime,18.0,500,Full-time,6-7,31-35,Male,No,North Dakota State University,North Dakota State University,,2022,44.9772995,-93.2654692
8,90000,"New York, NY, US",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,15.0,"6,000",Full-time,6-7,26-30,Male,Licensed,Pratt Institute,,,2022,40.7127281,-74.0060152
7,71000,"Bryan, TX, US",Project Architect,Boutique,11-15,Yes,,20.0,"1,000",Full-time,11-15,36-40,Female,Licensed,Texas A&M University,Texas A&M University,,2022,30.6743643,-96.3699632
7,84000,"Connecticut, US",Designer,,51-100,Yes,,16.0,"10,000",,3-5,26-30,Female,Licensed,,,,2022,41.6500201,-72.7342163
