id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude,CPIAUCSL,Inflation Adjusted Salary
20210,8,80000,year,"Los Angeles, CA",Job Captain,Corporate,201-500,Yes,Unpaid Overtime,14.0,6400.0,Full-time,6-7,36-40,Female,No,,,,2024-11-01,2024,34.0536909,-118.242766,315.454,80000.0
20208,8,68500,year,"Cedar Grove, NJ",Junior Architect,Corporate,31-50,Yes,No Overtime,10.0,,Full-time,3,21-25,Male,No,New Jersey Institute of Technology (NJIT),,,2024-11-01,2024,40.8517662,-74.229035,315.454,68500.0
20207,5,66560,year,"Los Angeles, CA",Graphic Designer,Boutique,11-15,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Male,No,Carnegie Mellon University,,,2024-11-01,2024,34.0536909,-118.242766,315.454,66600.0
20206,6,82000,year,"Boston, MA",Designer,Corporate,51-100,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Female,No,University of Pittsburgh,University at Buffalo,,2024-11-01,2024,42.3554334,-71.060511,315.454,82000.0
20205,7,48000,year,"Fontana, CA",Draftsperson,Individual,1,,,,,Freelance,3-5,21-25,Male,No,,,,2024-11-01,2024,34.0922947,-117.43433,315.454,48000.0
20204,8,105000,year,"Honolulu, HI",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,9.0,,Full-time,8-10,46-50,Female,Yes,University of Hawaiʻi at Mānoa,University of Hawaiʻi at Mānoa,,2024-11-01,2024,21.304547,-157.855676,315.454,105000.0
20203,4,87000,year,"New York, NY",Intermediate Designer,Other,11-15,Yes,Unpaid Overtime,15.0,2500.0,Full-time,3-5,31-35,Male,Yes,Saxion University of Applied Sciences,Columbia University,,2024-11-01,2024,40.7127281,-74.0060152,315.454,87000.0
20201,3,81500,year,"New York, NY",Designer,Starchitect,201-500,Yes,Unpaid Overtime,15.0,3000.0,Full-time,3-5,26-30,Male,No,The Ohio State University,Yale University,,2024-11-01,2024,40.7127281,-74.0060152,315.454,81500.0
20200,8,70000,year,Wisconsin,Owner,Individual,1,,No Overtime,7.0,,Freelance,21-25,51-55,Male,Yes,University of Wisconsin-Milwaukee,University of Wisconsin-Milwaukee,University of Wisconsin Green Bay,2024-11-01,2024,44.4308975,-89.6884637,315.454,70000.0
20199,7,60000,year,"Phoenix, AZ",Designer,Individual,6-10,Yes,No Overtime,14.0,3000.0,Full-time,3,26-30,Male,No,Arizona State University,,,2024-11-01,2024,33.4484367,-112.074141,315.454,60000.0
20198,7,72000,year,"New York, NY",Junior Designer,Corporate,501+,Yes,Paid Overtime,19.0,500.0,Full-time,2,21-25,Male,No,University of Detroit Mercy,University of Detroit Mercy,,2024-11-01,2024,40.7127281,-74.0060152,315.454,72000.0
20197,7,71000,year,"Salt Lake City, UT",Intern,Corporate,51-100,Yes,Unpaid Overtime,17.0,5000.0,Full-time,3-5,31-35,Male,No,,,,2024-11-01,2024,40.7596198,-111.886797,315.454,71000.0
20196,6,60320,year,"Chicago, IL",Associate,Boutique,16-30,Yes,Paid Overtime,13.0,2500.0,Full-time,1,21-25,Male,No,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2024-11-01,2024,41.8755616,-87.6244212,315.454,60300.0
20194,6,59000,year,"Cleveland, OH",Intermediate Designer,Corporate,31-50,Yes,Paid Overtime,15.0,,Full-time,3,26-30,Other,No,Kent State University,,,2024-11-01,2024,41.4996574,-81.6936772,315.454,59000.0
20193,9,75000,year,"Cleveland, OH",Interior Designer,Boutique,16-30,Yes,Unpaid Overtime,15.0,3000.0,Full-time,8-10,31-35,Female,No,Bowling Green State University,,,2024-11-01,2024,41.4996574,-81.6936772,315.454,75000.0
20192,7,65000,year,"Cleveland, OH",Designer,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Female,No,Kent State University,Kent State University,,2024-11-01,2024,41.4996574,-81.6936772,315.454,65000.0
20189,8,145000,year,"New York, NY",Principal,Corporate,51-100,Yes,,,5000.0,,16-20,41-45,Female,Yes,,,,2024-11-01,2024,40.7127281,-74.0060152,315.454,145000.0
20188,6,65000,year,"San Francisco, CA",Junior Designer,,16-30,,,,,,< 1,21-25,Male,No,,,,2024-11-01,2024,37.7792588,-122.4193286,315.454,65000.0
20187,7,67000,year,"Chicago, IL",Junior Architect,Corporate,501+,Yes,Unpaid Overtime,12.0,10000.0,Full-time,3-5,26-30,Male,Yes,,,,2024-11-01,2024,41.8755616,-87.6244212,315.454,67000.0
20185,8,97000,year,"Madison, WI",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,15.0,13000.0,Full-time,11-15,31-35,Male,Yes,University of Wisconsin-Milwaukee,University of Oregon,,2024-11-01,2024,43.074761,-89.3837613,315.454,97000.0
20183,6,116000,year,"San Francisco, CA",Job Captain,Corporate,51-100,Yes,Unpaid Overtime,14.0,15000.0,Full-time,8-10,31-35,Male,No,University of Southern California (USC),,,2024-11-01,2024,37.7792588,-122.4193286,315.454,116000.0
20182,5,68000,year,"Albany, NY",Designer,Corporate,11-15,Yes,Unpaid Overtime,12.0,,Full-time,3-5,26-30,Female,No,University of Oregon,University of Oregon,,2024-11-01,2024,42.6511674,-73.754968,315.454,68000.0
20181,7,100000,year,"Philadelphia, PA",Project Architect,Starchitect,31-50,Yes,No Overtime,10.0,,Full-time,11-15,36-40,Female,Yes,,,,2024-11-01,2024,39.9527237,-75.1635262,315.454,100000.0
20180,6,100000,year,"Steamboat Springs, CO",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,21.0,2000.0,Full-time,8-10,31-35,Female,Yes,University of Colorado at Boulder,,,2024-11-01,2024,40.4848003,-106.831735,315.454,100000.0
20178,7,74000,year,"New York, NY",Intermediate Designer,Corporate,501+,Yes,No Overtime,10.0,,Full-time,2,26-30,Female,No,,,,2024-11-01,2024,40.7127281,-74.0060152,315.454,74000.0
20176,7,102000,year,"Los Angeles, CA",Project Manager,Boutique,31-50,Yes,Unpaid Overtime,20.0,5000.0,Full-time,11-15,36-40,Male,No,"University of California, Los Angeles (UCLA)",,,2024-11-01,2024,34.0536909,-118.242766,315.454,102000.0
20172,7,72000,year,"Chicago, IL",Designer,Corporate,501+,Yes,Unpaid Overtime,10.0,2000.0,Full-time,3-5,26-30,Male,No,,,,2024-11-01,2024,41.8755616,-87.6244212,315.454,72000.0
20171,4,70000,year,"Philadelphia, PA",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,1000.0,,3-5,26-30,Male,No,,Temple University,,2024-11-01,2024,39.9527237,-75.1635262,315.454,70000.0
20170,7,119500,year,"Fairfax, VA",Project Manager,Boutique,16-30,Yes,Unpaid Overtime,15.0,6000.0,Full-time,8-10,31-35,Male,Yes,,,,2024-11-01,2024,38.8156356,-77.2836849,315.454,119500.0
20169,9,67000,year,"Atlanta, GA",Junior Designer,Corporate,101-200,Yes,Unpaid Overtime,28.0,,Full-time,1,21-25,Female,No,Georgia Institute of Technology (Georgia Tech),Georgia Institute of Technology (Georgia Tech),,2024-11-01,2024,33.7489924,-84.3902644,315.454,67000.0
20168,4,60000,year,"Ellicott City, MD",Junior Architect,Corporate,6-10,,Unpaid Overtime,6.0,,Full-time,3,26-30,Male,Yes,Syracuse University,Rhode Island School of Design (RISD),,2024-11-01,2024,39.27573585,-76.831741741596,315.454,60000.0
20167,3,80000,year,"San Francisco, CA",Designer,,51-100,Yes,Unpaid Overtime,,,Full-time,3-5,31-35,Female,No,,Washington University in St. Louis,,2024-11-01,2024,37.7792588,-122.4193286,315.454,80000.0
20166,6,86000,year,"Boston, MA",Designer,Individual,31-50,Yes,No Overtime,20.0,5000.0,Full-time,3-5,26-30,Female,No,,University of Michigan,,2024-11-01,2024,42.3554334,-71.060511,315.454,86000.0
20165,7,85000,year,"Eugene, OR",Project Architect,Boutique,11-15,Yes,,24.0,5000.0,,6-7,31-35,Male,Yes,University of Oregon,,,2024-11-01,2024,44.0505054,-123.0950506,315.454,85000.0
20163,7,65000,year,"Washington, DC",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,2000.0,Full-time,3-5,26-30,Female,No,Northeastern University,Northeastern University,,2024-11-01,2024,38.8950368,-77.0365427,315.454,65000.0
20161,7,90000,year,"Detroit, MI",Project Architect,Boutique,6-10,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,No,Lawrence Technological University,Lawrence Technological University,,2024-11-01,2024,42.3315509,-83.0466403,315.454,90000.0
20160,6,82500,year,"New York, NY",Intermediate Architect,,11-15,,,,,,16-20,41-45,Female,No,,,,2024-11-01,2024,40.7127281,-74.0060152,315.454,82500.0
20159,8,124000,year,"San Francisco, CA",Senior Designer,Corporate,101-200,Yes,Unpaid Overtime,14.0,50000.0,Full-time,11-15,36-40,Male,No,,,,2024-11-01,2024,37.7792588,-122.4193286,315.454,124000.0
20157,10,646000,year,"Honolulu, HI",Partner,Corporate,51-100,Yes,Unpaid Overtime,21.0,65000.0,Full-time,26-30,46-50,Other,Yes,,,,2024-10-01,2024,21.304547,-157.855676,315.454,646000.0
20156,10,48000,year,"Honolulu, HI",Designer,Boutique,11-15,Yes,No Overtime,15.0,1500.0,Full-time,< 1,21-25,Male,No,University of Hawaiʻi at Mānoa,,,2024-10-01,2024,21.304547,-157.855676,315.454,48000.0
20154,7,100000,year,"Boston, MA",Project Architect,Boutique,2-5,Yes,No Overtime,15.0,,Full-time,8-10,36-40,Male,Yes,,,,2024-10-01,2024,42.3554334,-71.060511,315.454,100000.0
20153,6,93000,year,"Los Angeles, CA",Intermediate Architect,Corporate,201-500,Yes,,17.0,5000.0,Full-time,3-5,31-35,Female,Yes,,,,2024-10-01,2024,34.0536909,-118.242766,315.454,93000.0
20151,6,60000,year,"Birmingham, AL",Associate,,11-15,Yes,,15.0,5000.0,Full-time,3-5,26-30,Female,No,Mississippi State University,,,2024-10-01,2024,33.5206824,-86.8024326,315.454,60000.0
20150,7,96000,year,"Palo Alto, CA",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,15.0,7500.0,Full-time,6-7,26-30,Female,Yes,,,,2024-10-01,2024,37.4443293,-122.1598465,315.454,96000.0
20149,1,81000,year,"Los Angeles, CA",Job Captain,Corporate,101-200,Yes,,15.0,,Full-time,8-10,31-35,Female,No,,,,2024-10-01,2024,34.0536909,-118.242766,315.454,81000.0
20148,7,64000,year,Indiana,Associate,Individual,11-15,Yes,Paid Overtime,15.0,6000.0,Full-time,8-10,31-35,Male,No,Ball State University,,,2024-10-01,2024,40.3270127,-86.1746933,315.454,64000.0
20147,7,80000,year,"Dallas, TX",Junior Designer,Corporate,501+,Yes,Unpaid Overtime,20.0,8000.0,Full-time,3-5,31-35,Female,No,North Dakota State University,North Dakota State University,,2024-10-01,2024,32.7762719,-96.7968559,315.454,80000.0
20146,8,130000,year,"Los Angeles, CA",Project Architect,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,8-10,31-35,Female,Yes,University of Southern California (USC),,,2024-10-01,2024,34.0536909,-118.242766,315.454,130000.0
20145,8,85000,year,"New York, NY",Technical Architect,Corporate,501+,Yes,No Overtime,22.0,4000.0,Full-time,3,31-35,Male,No,New York City College of Technology,Boston Architectural College (BAC),,2024-10-01,2024,40.7127281,-74.0060152,315.454,85000.0
20144,7,55000,year,"South Lake Tahoe, CA",Designer,,1,,No Overtime,25.0,,Freelance,8-10,41-45,Female,No,Unitec Institute of Technology,,,2024-10-01,2024,38.9332411,-119.9843482,315.454,55000.0
20143,7,109000,year,"Los Angeles, CA",Associate,Corporate,51-100,Yes,Unpaid Overtime,15.0,4000.0,Full-time,8-10,31-35,Female,Yes,"California Polytechnic State University, San Luis Obispo",,,2024-10-01,2024,34.0536909,-118.242766,315.454,109000.0
20142,8,70000,year,"Steamboat Springs, CO",Junior Architect,Boutique,11-15,Yes,No Overtime,28.0,500.0,Full-time,2,26-30,Male,No,Texas A&M University,Texas A&M University,,2024-10-01,2024,40.4848003,-106.831735,315.454,70000.0
20141,5,68000,year,"Brooklyn, NY",Junior Designer,Boutique,2-5,,No Overtime,13.0,,Full-time,< 1,26-30,Female,No,Cornell University,Yale University,,2024-10-01,2024,40.6526006,-73.9497211,315.454,68000.0
20139,8,63000,year,"Milwaukee, WI",Senior Designer,Corporate,51-100,Yes,Unpaid Overtime,,7000.0,Full-time,6-7,26-30,Female,No,,,,2024-10-01,2024,43.0386475,-87.9090751,315.454,63000.0
20138,10,645000,year,"Honolulu, HI",Partner,Corporate,16-30,,Unpaid Overtime,,120000.0,Full-time,> 40,66-70,Male,Yes,University of Colorado at Boulder,Loyola University New Orleans,Loyola University New Orleans,2024-10-01,2024,21.304547,-157.855676,315.454,645000.0
20137,10,117500,year,New Hampshire,Project Architect,Other,2-5,Yes,,20.0,7000.0,Full-time,11-15,36-40,Female,Yes,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-10-01,2024,43.4849133,-71.6553992,315.454,117500.0
20134,6,115000,year,"Denver, CO",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,20.0,4500.0,Full-time,16-20,41-45,Female,Yes,,North Dakota State University,,2024-10-01,2024,39.7392364,-104.984862,315.454,115000.0
20132,6,78000,year,"New York, NY",Junior Designer,Starchitect,201-500,Yes,Unpaid Overtime,18.0,,Full-time,2,26-30,Male,No,Syracuse University,,,2024-10-01,2024,40.7127281,-74.0060152,315.454,78000.0
20131,8,56160,hour,"Boston, MA",Intern,Boutique,16-30,,,,,Full-time,< 1,18-20,Male,No,Wentworth Institute of Technology,,,2024-10-01,2024,42.3554334,-71.060511,315.454,56200.0
20130,7,80000,year,"New York, NY",Designer,Corporate,501+,Yes,Paid Overtime,10.0,,Full-time,2,31-35,Female,No,,City College of New York (CCNY),,2024-10-01,2024,40.7127281,-74.0060152,315.454,80000.0
20129,7,93000,year,"San Francisco, CA",Project Architect,Individual,11-15,Yes,Paid Overtime,14.0,,Full-time,3-5,26-30,Male,Yes,,,,2024-10-01,2024,37.7792588,-122.4193286,315.454,93000.0
20128,10,65000,year,"Sioux Falls, SD",Designer,Individual,16-30,Yes,,15.0,1000.0,Full-time,2,21-25,Female,No,South Dakota State University,South Dakota State University,,2024-10-01,2024,43.5476008,-96.7293629,315.454,65000.0
20126,7,96000,year,"New York, NY",Senior Designer,Starchitect,31-50,Yes,Unpaid Overtime,10.0,5000.0,Full-time,8-10,26-30,Female,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-10-01,2024,40.7127281,-74.0060152,315.454,96000.0
20125,4,110000,year,"San Diego, CA",Project Architect,Boutique,31-50,Yes,No Overtime,14.0,15000.0,Full-time,11-15,46-50,Male,Yes,,,,2024-10-01,2024,32.7174202,-117.162772,315.454,110000.0
20124,7,85000,year,"New York, NY",Junior Architect,Corporate,51-100,Yes,No Overtime,,2000.0,Full-time,6-7,26-30,Male,No,,,,2024-10-01,2024,40.7127281,-74.0060152,315.454,85000.0
20122,8,67500,year,"New Orleans, LA",Job Captain,,16-30,Yes,No Overtime,,1500.0,Full-time,3-5,26-30,Other,No,,,,2024-10-01,2024,29.9759983,-90.0782127,315.454,67500.0
20121,7,70000,year,"New York, NY",Intermediate Designer,,31-50,,,20.0,,Full-time,3-5,26-30,Female,No,,,,2024-10-01,2024,40.7127281,-74.0060152,315.454,70000.0
20120,10,52000,hour,"Maplewood, NJ",Designer,Boutique,6-10,,,,,Full-time,< 1,21-25,Female,No,,University of Notre Dame,,2024-10-01,2024,40.7312123,-74.2734808,315.454,52000.0
20118,9,101000,year,"Missoula, MT",Project Architect,,51-100,Yes,Unpaid Overtime,,9000.0,Full-time,26-30,51-55,Male,Yes,,,,2024-10-01,2024,46.8701049,-113.995267,315.454,101000.0
20117,4,55016,year,"Sioux Falls, SD",Designer,Corporate,101-200,Yes,Unpaid Overtime,14.0,1500.0,Full-time,2,21-25,Female,No,South Dakota State University,South Dakota State University,,2024-10-01,2024,43.5476008,-96.7293629,315.454,55000.0
20116,7,74000,year,"Boston, MA",Designer,Corporate,51-100,Yes,Paid Overtime,10.0,2000.0,Full-time,3,26-30,Female,No,Cornell University,,,2024-10-01,2024,42.3554334,-71.060511,315.454,74000.0
20113,5,94000,year,"Miami, FL",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,5000.0,Full-time,8-10,31-35,Female,No,,,,2024-10-01,2024,25.7741728,-80.19362,315.454,94000.0
20112,6,41500,year,"Marion, IL",Designer,Corporate,11-15,Yes,Unpaid Overtime,15.0,,Full-time,2,26-30,Male,No,Southern Illinois University Carbondale,Southern Illinois University Carbondale,,2024-10-01,2024,38.6477381,-88.9232112,315.454,41500.0
20110,7,76000,year,"West Palm Beach, FL",Project Architect,Individual,2-5,,,,,Full-time,8-10,41-45,Female,No,,,,2024-10-01,2024,26.715364,-80.0532942,315.454,76000.0
20107,9,135000,year,"Indianapolis, IN",Interior Designer,Corporate,31-50,Yes,Unpaid Overtime,15.0,10000.0,Full-time,16-20,41-45,Male,Yes,,,,2024-09-01,2024,39.7683331,-86.1583502,314.686,135300.0
20104,6,110000,year,"Los Angeles, CA",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,,3000.0,Full-time,11-15,36-40,Female,Yes,,,,2024-09-01,2024,34.0536909,-118.242766,314.686,110300.0
20103,5,65000,year,"New York, NY",Junior Designer,Corporate,101-200,Yes,Unpaid Overtime,12.0,3000.0,Full-time,2,26-30,Female,No,Farmingdale State College,City College of New York (CCNY),,2024-09-01,2024,40.7127281,-74.0060152,314.686,65200.0
20102,10,70000,year,"Austin, TX",Designer,Other,16-30,Yes,No Overtime,15.0,,Full-time,3-5,31-35,Female,Yes,Texas A&M University,The University of Texas at Austin,,2024-09-01,2024,30.2711286,-97.7436995,314.686,70200.0
20098,9,250000,year,"Nashville, TN",Principal,Individual,6-10,Yes,Unpaid Overtime,30.0,60000.0,Full-time,> 40,71-103,Male,Yes,,,,2024-09-01,2024,36.1622767,-86.7742984,314.686,250600.0
20097,7,72000,year,"Dallas, TX",Senior Designer,Corporate,501+,Yes,No Overtime,20.0,,Full-time,3-5,26-30,Male,No,Texas Tech University,,,2024-09-01,2024,32.7762719,-96.7968559,314.686,72200.0
20096,3,125000,year,"Miami, FL",Principal,Boutique,51-100,,Unpaid Overtime,,,Full-time,21-25,41-45,Female,No,,,,2024-09-01,2024,25.7741728,-80.19362,314.686,125300.0
20095,8,162000,year,"Boston, MA",Principal,Other,201-500,Yes,No Overtime,20.0,,Full-time,11-15,36-40,Female,Yes,,,,2024-09-01,2024,42.3554334,-71.060511,314.686,162400.0
20094,10,129000,year,"Decatur, GA",Project Manager,Other,501+,Yes,Unpaid Overtime,30.0,20000.0,Full-time,6-7,31-35,Male,Yes,Georgia Institute of Technology (Georgia Tech),University of Michigan,,2024-09-01,2024,30.8736613,-84.5740953,314.686,129300.0
20093,8,70000,year,"New York, NY",Project Manager,Other,51-100,Yes,Paid Overtime,17.0,,Full-time,< 1,26-30,Male,No,,,,2024-09-01,2024,40.7127281,-74.0060152,314.686,70200.0
20092,8,105000,year,"San Francisco, CA",Senior Architect,Boutique,6-10,Yes,Unpaid Overtime,10.0,3000.0,Full-time,8-10,31-35,Female,Yes,University of Virginia,Harvard University,,2024-09-01,2024,37.7792588,-122.4193286,314.686,105300.0
20091,7,200000,year,"Los Angeles, CA",Principal,Corporate,51-100,Yes,Unpaid Overtime,20.0,,Full-time,21-25,36-40,Male,No,,,,2024-09-01,2024,34.0536909,-118.242766,314.686,200500.0
20090,7,105000,year,"Lancaster, PA",Senior Architect,Boutique,51-100,Yes,Unpaid Overtime,20.0,15000.0,Full-time,16-20,36-40,Male,Yes,,,,2024-09-01,2024,40.08067,-76.2411283,314.686,105300.0
20089,9,110000,year,"Los Angeles, CA",Construction Administrator,Corporate,501+,Yes,,15.0,22000.0,Full-time,8-10,31-35,Male,Yes,,,,2024-09-01,2024,34.0536909,-118.242766,314.686,110300.0
20088,9,85000,year,"Houston, TX",BIM Specialist,Corporate,501+,Yes,Paid Overtime,20.0,11000.0,Full-time,6-7,26-30,Male,No,University of Arkansas,,,2024-09-01,2024,29.7589382,-95.3676974,314.686,85200.0
20087,6,100000,year,"Los Angeles, CA",Project Architect,,11-15,Yes,No Overtime,7.0,,Full-time,11-15,51-55,Female,Yes,,,,2024-09-01,2024,34.0536909,-118.242766,314.686,100200.0
20086,1,63000,year,"Birmingham, AL",Designer,Individual,31-50,Yes,Unpaid Overtime,10.0,1000.0,Full-time,1,21-25,Female,No,Mississippi State University,,,2024-09-01,2024,33.5206824,-86.8024326,314.686,63200.0
20085,7,72450,year,"San Francisco, CA",Junior Designer,Starchitect,31-50,,Unpaid Overtime,16.0,1500.0,Full-time,2,26-30,Female,No,California College of the Arts,,,2024-09-01,2024,37.7792588,-122.4193286,314.686,72600.0
20084,9,80000,year,"Cincinnati, OH",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Yes,,,,2024-09-01,2024,39.1014537,-84.5124602,314.686,80200.0
20083,8,90000,year,"Boston, MA",Project Architect,Individual,2-5,Yes,Paid Overtime,20.0,,Full-time,8-10,26-30,Male,Yes,Boston Architectural College (BAC),,,2024-09-01,2024,42.3554334,-71.060511,314.686,90200.0
20082,7,74000,year,"Cambridge, MA",Junior Architect,Individual,31-50,Yes,No Overtime,10.0,,Full-time,3,26-30,Male,Yes,Oklahoma State University,,,2024-09-01,2024,42.3656347,-71.1040018,314.686,74200.0
20081,9,110000,year,"Chicago, IL",Project Architect,Starchitect,101-200,Yes,Unpaid Overtime,,5000.0,Full-time,16-20,41-45,Male,Yes,,,,2024-09-01,2024,41.8755616,-87.6244212,314.686,110300.0
20080,7,70000,year,"San Francisco, CA",Designer,,6-10,Yes,Unpaid Overtime,14.0,2000.0,Full-time,3,26-30,Female,No,,The University of Texas at Austin,,2024-09-01,2024,37.7792588,-122.4193286,314.686,70200.0
20079,10,110000,year,"Nashville, TN",Principal,Corporate,16-30,Yes,No Overtime,,50000.0,Full-time,21-25,46-50,Male,Yes,,,,2024-09-01,2024,36.1622767,-86.7742984,314.686,110300.0
20078,8,110000,year,"Los Angeles, CA",Associate,Boutique,6-10,Yes,No Overtime,10.0,,Full-time,8-10,31-35,Male,Yes,The University of Texas at Austin,,,2024-09-01,2024,34.0536909,-118.242766,314.686,110300.0
20077,6,66000,year,"Los Angeles, CA",Intermediate Architect,,51-100,,,,,,3-5,21-25,Female,No,,,,2024-09-01,2024,34.0536909,-118.242766,314.686,66200.0
20076,1,77800,year,"Kansas City, MO",Project Architect,Boutique,2-5,Yes,Unpaid Overtime,,1500.0,Full-time,8-10,31-35,Female,Yes,,,,2024-09-01,2024,39.100105,-94.5781416,314.686,78000.0
20075,6,100000,year,"Charleston, SC",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,15.0,10000.0,Full-time,11-15,31-35,Male,Yes,Savannah College of Art and Design,Savannah College of Art and Design,,2024-09-01,2024,32.7884363,-79.9399309,314.686,100200.0
20074,9,75000,year,"New York, NY",Interior Designer,Boutique,2-5,,No Overtime,10.0,,Full-time,3-5,26-30,Male,No,,,,2024-09-01,2024,40.7127281,-74.0060152,314.686,75200.0
20073,7,70500,year,"Philadelphia, PA",Junior Designer,Individual,6-10,Yes,No Overtime,15.0,2000.0,Full-time,3-5,26-30,Male,No,Marywood University,,,2024-09-01,2024,39.9527237,-75.1635262,314.686,70700.0
20071,6,100000,year,"Austin, TX",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Yes,,,,2024-09-01,2024,30.2711286,-97.7436995,314.686,100200.0
20070,6,78000,year,"San Francisco, CA",Designer,,16-30,Yes,,,,,3-5,26-30,Female,Yes,"California Polytechnic State University, San Luis Obispo",,,2024-09-01,2024,37.7792588,-122.4193286,314.686,78200.0
20069,8,78000,year,"New York, NY",Junior Designer,Boutique,16-30,Yes,,17.0,4000.0,Full-time,3,26-30,Female,No,,,,2024-09-01,2024,40.7127281,-74.0060152,314.686,78200.0
20064,8,85000,year,"Reston, VA",Project Manager,Other,51-100,Yes,Unpaid Overtime,20.0,,Full-time,8-10,36-40,Male,No,,,,2024-09-01,2024,38.9530559,-77.35021396591173,314.686,85200.0
20063,8,74000,year,"Los Angeles, CA",Associate,Corporate,201-500,Yes,Unpaid Overtime,,,Full-time,< 1,21-25,Male,No,UCLA Extension / Cal Poly Pomona,,,2024-09-01,2024,34.0536909,-118.242766,314.686,74200.0
20062,8,115000,year,"New York, NY",Project Architect,,101-200,Yes,,,,,11-15,41-45,Male,Yes,,,,2024-09-01,2024,40.7127281,-74.0060152,314.686,115300.0
20061,9,100000,year,"Princeton, NJ",Project Architect,Other,11-15,,,20.0,4000.0,Full-time,11-15,36-40,Male,Yes,Rhode Island School of Design (RISD),,,2024-09-01,2024,40.3496953,-74.6597376,314.686,100200.0
20060,7,98000,year,"New York, NY",Senior Designer,Other,201-500,Yes,Paid Overtime,30.0,,Full-time,8-10,36-40,Female,No,,Columbia University,,2024-09-01,2024,40.7127281,-74.0060152,314.686,98200.0
20059,7,102000,year,"Saint Louis, MO",Associate,Corporate,101-200,Yes,Unpaid Overtime,20.0,4000.0,Full-time,11-15,31-35,Male,Yes,,Kansas State University,,2024-09-01,2024,38.6280278,-90.1910154,314.686,102200.0
20058,9,92000,year,"Boston, MA",Project Manager,Individual,11-15,Yes,Unpaid Overtime,,,Full-time,8-10,31-35,Female,Yes,,,,2024-08-01,2024,42.3554334,-71.060511,314.121,92400.0
20057,10,66000,year,"Allen, TX",Job Captain,Individual,31-50,Yes,Paid Overtime,14.0,4000.0,Full-time,3,31-35,Female,No,,,,2024-08-01,2024,33.1031744,-96.6705503,314.121,66300.0
20055,4,130000,year,"Kansas City, MO",Senior Architect,Corporate,501+,,Paid Overtime,25.0,40000.0,Full-time,21-25,46-50,Male,Yes,,,,2024-08-01,2024,39.100105,-94.5781416,314.121,130600.0
20054,8,41600,hour,"Philadelphia, PA",Junior Architect,Individual,11-15,Yes,Paid Overtime,,,Full-time,< 1,21-25,Female,No,Temple University,Temple University,,2024-08-01,2024,39.9527237,-75.1635262,314.121,41800.0
20050,5,49920,hour,"Waukesha, WI",Associate,,6-10,,Paid Overtime,,,Full-time,2,21-25,Female,No,University of Wisconsin-Milwaukee,,,2024-08-01,2024,43.0622536,-88.3123889,314.121,50100.0
20049,8,200000,year,"Boulder, CO",Senior Architect,Boutique,2-5,,Unpaid Overtime,,,Full-time,26-30,46-50,Male,Yes,University of Oregon,,,2024-08-01,2024,40.0149856,-105.270545,314.121,200800.0
20047,5,78000,year,"New York, NY",Intermediate Architect,Boutique,16-30,Yes,No Overtime,20.0,,Full-time,6-7,31-35,Male,Yes,University of Arkansas,,,2024-08-01,2024,40.7127281,-74.0060152,314.121,78300.0
20046,1,122000,year,"Houston, TX",Project Architect,Corporate,501+,Yes,No Overtime,21.0,4000.0,Full-time,8-10,31-35,Male,No,University of Houston,,,2024-08-01,2024,29.7589382,-95.3676974,314.121,122500.0
20045,8,87000,year,"Houston, TX",Project Architect,Corporate,501+,Yes,No Overtime,21.0,10000.0,Full-time,8-10,26-30,Male,No,Texas A&M University,University of Houston,,2024-08-01,2024,29.7589382,-95.3676974,314.121,87400.0
20043,8,65000,year,"Boston, MA",Designer,Corporate,31-50,Yes,,,5000.0,,6-7,26-30,Female,No,,,,2024-08-01,2024,42.3554334,-71.060511,314.121,65300.0
20042,10,70000,year,"Boston, MA",Designer,Other,16-30,Yes,,15.0,,Full-time,2,21-25,Female,No,,,,2024-08-01,2024,42.3554334,-71.060511,314.121,70300.0
